Company,Job,Degree,Experience_Level,Years_Experience,Salary_more_than_100k,Salary_K,Employment_Type,Location,Remote_Status,Age,Performance_Rating,Bonus_Percentage,Education_Year,Gender
Twitter,technical writer,phd,lead,14,0,54,part-time,Canada,remote,41,4.6,9.0,2018,Male
Spotify,business manager,bachelors,senior,9,0,92,full-time,USA,onsite,32,4.1,9.5,2021,Male
Google,UX designer,bachelors,mid,3,0,44,full-time,USA,hybrid,27,4.9,4.2,2019,Prefer not to say
Stripe,AI researcher,master,senior,9,1,209,contract,France,onsite,36,4.0,1.0,2017,Male
Oracle,technical writer,bachelors,senior,10,0,88,part-time,USA,hybrid,31,4.2,6.2,2019,Prefer not to say
Intel,data scientist,master,entry,0,1,121,contract,Australia,onsite,23,4.6,15.8,2024,Prefer not to say
Square,QA engineer,bachelors,lead,20,1,155,full-time,France,remote,46,2.5,3.2,2003,Male
Amazon,database admin,bachelors,lead,19,1,237,contract,France,hybrid,39,4.0,17.5,2009,Female
Salesforce,consultant,bachelors,entry,1,0,47,contract,UK,remote,23,3.0,4.9,2024,Prefer not to say
PayPal,HR manager,bachelors,senior,12,1,249,full-time,UK,remote,39,4.3,20.2,2021,Male
Meta,business manager,phd,entry,2,1,210,contract,France,onsite,22,3.8,17.3,2024,Prefer not to say
Microsoft,security analyst,master,lead,17,1,191,full-time,USA,hybrid,44,3.8,6.1,2020,Male
Netflix,product manager,phd,mid,5,1,242,part-time,Canada,hybrid,29,2.7,19.7,2023,Prefer not to say
Airbnb,data scientist,bachelors,mid,6,1,102,full-time,USA,remote,31,3.8,0.3,2016,Non-binary
Salesforce,game developer,bachelors,senior,8,0,52,full-time,UK,hybrid,35,3.7,1.0,2018,Male
Pinterest,business manager,phd,mid,3,1,244,full-time,India,remote,25,4.1,10.3,2022,Female
AMD,data scientist,master,entry,0,0,52,contract,France,hybrid,25,3.6,8.4,2024,Female
LinkedIn,game developer,phd,lead,15,0,55,part-time,Canada,hybrid,39,4.4,4.3,2024,Prefer not to say
Airbnb,product manager,phd,mid,5,1,200,part-time,Singapore,hybrid,29,4.1,24.7,2022,Non-binary
ServiceNow,UX designer,master,lead,15,0,70,contract,India,remote,40,4.2,9.8,2007,Male
Snapchat,security analyst,master,senior,9,0,99,part-time,Singapore,remote,34,3.9,3.5,2020,Female
Uber,backend developer,master,senior,12,0,82,contract,Germany,onsite,35,4.7,1.4,2012,Non-binary
Pinterest,backend developer,master,senior,11,0,73,full-time,Germany,remote,33,4.3,8.8,2014,Female
LinkedIn,game developer,phd,senior,10,0,63,full-time,Singapore,hybrid,33,3.7,2.7,2015,Prefer not to say
Meta,security analyst,phd,entry,1,1,240,contract,France,remote,27,2.7,20.3,2023,Prefer not to say
ServiceNow,network engineer,phd,senior,8,0,57,part-time,Australia,hybrid,28,4.1,4.9,2023,Prefer not to say
Intel,QA engineer,bachelors,mid,3,1,110,full-time,Australia,hybrid,24,2.8,13.4,2022,Male
Tesla,data scientist,phd,entry,2,1,170,full-time,Germany,hybrid,26,3.1,5.5,2022,Non-binary
Meta,software engineer,phd,senior,10,1,152,full-time,Canada,remote,30,2.7,18.5,2020,Prefer not to say
Apple,cloud architect,master,mid,4,1,144,full-time,Australia,hybrid,27,2.8,6.0,2022,Prefer not to say
Qualcomm,devops engineer,bachelors,entry,1,1,213,full-time,India,onsite,23,4.7,21.3,2021,Male
Tesla,backend developer,master,lead,13,1,227,part-time,UK,hybrid,39,4.0,9.3,2022,Prefer not to say
Zoom,HR manager,bachelors,mid,5,0,55,contract,Canada,remote,29,3.4,8.8,2024,Female
Qualcomm,frontend developer,bachelors,lead,19,0,41,part-time,India,hybrid,46,4.3,9.1,2022,Prefer not to say
IBM,cloud architect,master,senior,8,1,156,contract,UK,remote,31,4.9,9.1,2021,Male
Amazon,AI researcher,phd,entry,1,1,215,contract,Australia,hybrid,23,2.9,10.9,2024,Female
Salesforce,marketing manager,phd,entry,2,0,43,full-time,USA,hybrid,24,3.9,9.4,2023,Female
Zoom,devops engineer,phd,entry,1,0,92,full-time,UK,onsite,23,2.8,4.6,2023,Female
Airbnb,marketing manager,bachelors,entry,1,0,72,contract,USA,onsite,21,3.8,0.6,2023,Female
Spotify,business manager,bachelors,mid,5,0,69,part-time,USA,hybrid,28,2.9,1.1,2021,Female
Amazon,HR manager,bachelors,entry,1,0,83,contract,Singapore,onsite,27,3.9,4.0,2020,Prefer not to say
Zoom,AI researcher,phd,lead,19,1,142,contract,India,remote,46,4.5,5.2,2005,Non-binary
Apple,AI researcher,master,lead,13,1,180,contract,UK,remote,40,4.4,5.4,2020,Prefer not to say
Snapchat,game developer,master,lead,16,1,212,full-time,France,hybrid,40,3.5,17.8,2013,Female
Meta,financial analyst,bachelors,mid,3,0,58,full-time,India,remote,28,3.4,9.1,2018,Male
IBM,IT support,phd,lead,20,0,44,full-time,Canada,hybrid,45,3.0,9.2,2019,Male
Meta,fullstack developer,phd,senior,8,1,233,full-time,Singapore,remote,33,3.6,8.4,2015,Prefer not to say
LinkedIn,QA engineer,master,senior,11,0,47,full-time,UK,hybrid,38,3.6,5.1,2014,Male
ServiceNow,IT support,master,senior,12,0,86,part-time,India,remote,36,2.9,9.1,2023,Prefer not to say
Intel,cloud architect,bachelors,entry,0,1,149,contract,India,onsite,26,3.0,20.0,2023,Prefer not to say
ServiceNow,devops engineer,bachelors,entry,1,0,86,full-time,Canada,remote,28,3.0,9.2,2023,Prefer not to say
Amazon,backend developer,master,senior,9,0,94,part-time,Singapore,hybrid,36,3.9,5.5,2013,Non-binary
Uber,business manager,phd,senior,8,0,54,part-time,France,hybrid,28,3.7,3.3,2016,Non-binary
Square,HR manager,bachelors,senior,8,1,242,contract,Singapore,remote,31,4.7,6.2,2022,Male
AMD,fullstack developer,master,lead,14,1,162,part-time,USA,onsite,36,3.7,23.2,2022,Non-binary
AMD,HR manager,master,mid,3,1,185,contract,Germany,remote,28,3.3,12.2,2021,Prefer not to say
Intel,financial analyst,bachelors,senior,8,0,61,full-time,Canada,onsite,30,3.3,3.8,2023,Male
Amazon,game developer,phd,entry,1,1,123,full-time,Singapore,remote,23,2.5,4.4,2024,Non-binary
Pinterest,backend developer,phd,senior,7,0,50,part-time,USA,hybrid,31,2.7,10.0,2023,Male
Dropbox,devops engineer,bachelors,lead,17,1,234,contract,UK,onsite,38,3.2,1.6,2005,Non-binary
Snapchat,mobile developer,phd,entry,2,0,58,contract,Singapore,hybrid,22,4.6,6.7,2021,Prefer not to say
Uber,UX designer,master,lead,16,0,90,contract,USA,onsite,40,3.3,2.4,2020,Female
Amazon,data scientist,phd,entry,1,1,132,full-time,Germany,onsite,23,2.7,19.3,2022,Non-binary
Stripe,project manager,master,lead,17,0,99,full-time,Singapore,hybrid,40,4.1,3.6,2012,Female
Amazon,data scientist,bachelors,senior,10,1,218,contract,Australia,onsite,36,4.7,11.2,2011,Non-binary
Pinterest,QA engineer,phd,mid,4,0,56,full-time,UK,remote,30,3.7,9.9,2023,Male
Nvidia,database admin,phd,lead,15,0,66,contract,USA,remote,35,4.1,7.1,2013,Non-binary
Apple,project manager,phd,mid,5,1,235,full-time,Australia,onsite,31,5.0,15.3,2020,Female
PayPal,fullstack developer,bachelors,lead,17,0,74,part-time,France,remote,44,3.2,0.2,2006,Male
Dropbox,financial analyst,master,mid,4,0,68,contract,India,hybrid,28,4.7,8.5,2018,Female
Intel,security analyst,bachelors,mid,6,1,161,full-time,USA,remote,32,3.6,24.0,2020,Prefer not to say
Uber,consultant,phd,senior,10,0,77,part-time,Australia,onsite,33,4.2,2.9,2023,Female
Airbnb,fullstack developer,master,mid,3,0,83,part-time,Canada,remote,29,3.3,2.5,2021,Male
Meta,fullstack developer,phd,senior,12,1,165,full-time,Canada,remote,38,4.8,5.1,2022,Non-binary
PayPal,UX designer,master,entry,0,0,94,full-time,Canada,remote,21,2.7,7.7,2023,Female
PayPal,operations manager,master,entry,2,0,69,part-time,Canada,hybrid,23,4.2,2.8,2024,Non-binary
IBM,marketing manager,master,mid,3,0,98,part-time,France,remote,24,2.9,3.4,2020,Female
ServiceNow,mobile developer,phd,senior,10,1,210,full-time,France,onsite,31,4.4,10.1,2022,Female
PayPal,systems analyst,phd,entry,2,1,226,part-time,France,hybrid,29,3.3,9.2,2024,Male
Tesla,software engineer,phd,senior,9,0,81,full-time,Canada,hybrid,34,4.4,0.1,2019,Prefer not to say
Meta,IT support,bachelors,entry,1,0,75,part-time,Germany,remote,26,4.1,0.3,2019,Non-binary
Salesforce,network engineer,master,senior,7,0,59,full-time,Singapore,onsite,29,3.1,3.8,2022,Non-binary
Shopify,financial analyst,bachelors,senior,12,0,59,full-time,UK,remote,38,2.6,2.9,2019,Male
ServiceNow,database admin,phd,entry,1,1,185,contract,USA,remote,26,3.0,5.3,2024,Female
Adobe,UX designer,phd,entry,2,0,95,part-time,India,onsite,26,4.1,1.0,2021,Male
ServiceNow,financial analyst,bachelors,senior,8,0,44,contract,Singapore,onsite,29,2.5,8.9,2024,Prefer not to say
Intel,network engineer,bachelors,senior,11,0,97,full-time,France,remote,34,3.3,1.9,2021,Male
Tesla,fullstack developer,phd,mid,4,1,204,full-time,France,onsite,24,3.8,6.8,2019,Female
Airbnb,cloud architect,bachelors,lead,19,1,149,full-time,India,hybrid,43,2.8,24.3,2011,Non-binary
Nvidia,AI researcher,bachelors,lead,20,1,100,contract,UK,hybrid,41,4.0,18.7,2002,Female
Dropbox,ML engineer,phd,entry,2,1,110,part-time,Germany,remote,25,4.4,18.3,2021,Female
Adobe,sales executive,phd,entry,0,0,93,part-time,Canada,hybrid,21,2.8,2.1,2024,Female
Shopify,technical writer,master,lead,17,0,68,contract,France,onsite,40,2.9,3.9,2018,Female
Spotify,security analyst,master,entry,1,1,140,contract,Canada,remote,21,4.4,13.1,2023,Prefer not to say
Atlassian,UX designer,bachelors,senior,7,1,221,contract,Germany,onsite,28,3.6,7.6,2021,Prefer not to say
Stripe,consultant,master,lead,20,1,156,contract,Germany,remote,47,2.5,5.9,2009,Prefer not to say
Airbnb,database admin,phd,mid,5,1,233,full-time,Australia,onsite,29,2.7,21.6,2020,Non-binary
Google,product manager,phd,entry,1,1,162,full-time,Singapore,onsite,23,3.7,13.2,2024,Male
PayPal,frontend developer,phd,lead,20,1,149,part-time,India,remote,42,4.3,18.0,2011,Non-binary
Twitter,devops engineer,phd,lead,18,0,46,part-time,Singapore,hybrid,44,4.1,8.9,2014,Male
IBM,project manager,bachelors,senior,11,1,104,contract,Germany,remote,32,3.9,3.4,2011,Male
Qualcomm,financial analyst,phd,entry,2,0,68,full-time,India,remote,24,4.3,2.2,2024,Male
Google,systems analyst,master,entry,1,1,153,contract,Germany,hybrid,22,4.8,15.3,2024,Non-binary
Microsoft,project manager,phd,senior,12,1,101,part-time,Germany,remote,39,4.5,22.2,2023,Male
ServiceNow,systems analyst,master,entry,1,0,88,contract,India,onsite,28,4.2,0.3,2024,Male
Tesla,marketing manager,bachelors,mid,4,1,150,part-time,UK,remote,27,2.8,11.5,2017,Female
Microsoft,sales executive,phd,mid,5,1,210,contract,USA,onsite,27,2.7,22.5,2021,Prefer not to say
Netflix,technical writer,bachelors,mid,6,0,46,part-time,Germany,remote,27,3.0,1.5,2023,Prefer not to say
Stripe,IT support,bachelors,senior,11,0,96,part-time,Australia,hybrid,36,2.9,10.0,2018,Prefer not to say
Netflix,AI researcher,master,senior,8,1,105,contract,Canada,hybrid,31,3.2,19.3,2017,Male
Zoom,frontend developer,bachelors,entry,2,0,94,full-time,USA,onsite,23,3.7,9.1,2020,Female
Uber,marketing manager,phd,mid,3,1,230,full-time,India,remote,24,3.8,2.1,2020,Male
Adobe,QA engineer,phd,mid,6,1,152,full-time,Canada,remote,28,4.2,2.2,2022,Prefer not to say
AMD,fullstack developer,phd,entry,1,0,50,part-time,USA,hybrid,25,2.6,7.7,2024,Male
Amazon,QA engineer,bachelors,entry,1,0,91,full-time,USA,hybrid,22,4.5,5.4,2022,Male
Square,business manager,master,senior,11,0,81,contract,France,hybrid,35,3.2,0.9,2011,Female
Salesforce,project manager,phd,entry,1,1,228,full-time,USA,hybrid,21,3.4,1.0,2023,Prefer not to say
Microsoft,AI researcher,bachelors,entry,0,1,196,part-time,UK,onsite,25,3.4,9.0,2020,Non-binary
Intel,HR manager,phd,entry,1,1,230,full-time,Australia,hybrid,24,3.4,1.2,2023,Female
Square,data scientist,phd,entry,1,0,53,part-time,USA,hybrid,24,4.0,6.1,2023,Non-binary
PayPal,AI researcher,phd,mid,5,1,112,full-time,India,hybrid,26,3.1,13.2,2020,Male
Snapchat,fullstack developer,master,mid,6,0,96,part-time,Australia,onsite,29,3.0,7.2,2021,Male
Adobe,cloud architect,bachelors,entry,2,0,83,full-time,Australia,onsite,26,2.9,5.7,2019,Non-binary
Salesforce,marketing manager,bachelors,mid,4,0,63,contract,France,remote,30,2.8,9.6,2020,Male
Shopify,data scientist,master,senior,9,1,195,part-time,Singapore,remote,33,3.0,19.7,2013,Non-binary
Airbnb,backend developer,bachelors,senior,12,0,41,full-time,USA,hybrid,33,3.4,4.1,2016,Non-binary
PayPal,cloud architect,phd,entry,2,1,228,contract,Singapore,hybrid,24,3.3,24.3,2021,Male
Microsoft,UX designer,phd,entry,0,1,153,contract,Australia,remote,25,4.6,6.4,2023,Male
Square,cloud architect,bachelors,entry,2,1,216,full-time,Germany,onsite,29,4.7,3.1,2024,Female
Twitter,product manager,phd,mid,6,1,182,contract,France,remote,29,4.7,21.4,2023,Male
PayPal,QA engineer,master,entry,1,0,89,contract,Canada,remote,21,4.8,2.1,2024,Male
Oracle,mobile developer,master,entry,2,0,73,part-time,India,remote,22,4.2,3.3,2021,Non-binary
Dropbox,AI researcher,bachelors,lead,16,0,65,full-time,India,onsite,41,4.5,1.3,2023,Male
LinkedIn,product manager,bachelors,senior,8,1,159,full-time,Australia,onsite,34,3.7,21.0,2015,Female
Tesla,marketing manager,phd,mid,4,0,44,full-time,India,hybrid,27,3.2,3.4,2024,Male
ServiceNow,data scientist,phd,senior,10,1,110,full-time,Australia,onsite,35,2.6,19.8,2021,Prefer not to say
AMD,financial analyst,phd,entry,0,0,87,part-time,USA,hybrid,22,4.5,0.2,2024,Female
Uber,devops engineer,master,lead,14,1,106,contract,UK,remote,40,4.2,1.8,2018,Male
PayPal,devops engineer,master,senior,10,1,230,contract,UK,hybrid,32,3.9,12.1,2017,Prefer not to say
LinkedIn,devops engineer,phd,senior,7,1,129,contract,Germany,hybrid,30,4.7,0.1,2016,Prefer not to say
Oracle,UX designer,bachelors,lead,15,0,66,part-time,Canada,remote,35,3.1,3.7,2021,Male
Pinterest,technical writer,master,entry,2,0,63,part-time,India,hybrid,23,3.2,1.8,2024,Prefer not to say
Twitter,game developer,bachelors,lead,19,0,89,part-time,Canada,onsite,45,3.2,5.5,2005,Prefer not to say
Atlassian,database admin,master,mid,6,0,80,part-time,Germany,remote,29,3.3,1.0,2024,Non-binary
Netflix,devops engineer,bachelors,mid,4,1,210,full-time,France,onsite,30,3.9,23.4,2018,Male
Meta,HR manager,phd,entry,0,0,81,contract,Singapore,remote,27,4.4,3.1,2024,Female
Pinterest,backend developer,phd,senior,11,1,135,part-time,UK,hybrid,31,4.6,22.4,2018,Male
Atlassian,frontend developer,phd,lead,15,1,203,contract,Australia,onsite,40,4.2,10.9,2016,Male
Twitter,HR manager,master,lead,16,1,103,part-time,Singapore,hybrid,43,2.7,20.8,2020,Female
Twitter,QA engineer,bachelors,senior,10,0,74,full-time,USA,remote,32,4.0,7.7,2011,Non-binary
Shopify,software engineer,bachelors,lead,19,1,200,full-time,Canada,remote,45,5.0,2.9,2012,Female
Amazon,backend developer,bachelors,senior,7,1,196,full-time,Singapore,onsite,27,4.1,2.0,2014,Male
Microsoft,operations manager,master,mid,6,0,81,part-time,India,onsite,32,2.9,7.3,2021,Non-binary
Google,project manager,master,lead,15,1,114,part-time,UK,remote,42,4.3,19.1,2011,Female
IBM,software engineer,phd,entry,2,0,80,part-time,USA,hybrid,29,4.8,9.8,2024,Non-binary
Intel,database admin,phd,senior,8,0,52,full-time,UK,remote,35,2.7,1.3,2019,Non-binary
Tesla,technical writer,master,entry,0,0,69,contract,Canada,remote,21,4.6,9.0,2024,Male
LinkedIn,marketing manager,bachelors,lead,19,1,160,full-time,Canada,remote,44,3.7,13.7,2013,Prefer not to say
Tesla,devops engineer,master,entry,1,0,56,part-time,UK,onsite,21,4.9,8.6,2022,Male
Shopify,HR manager,master,entry,1,0,43,full-time,France,hybrid,24,3.0,2.5,2024,Prefer not to say
Airbnb,sales executive,bachelors,lead,15,0,98,part-time,UK,remote,37,2.5,1.6,2022,Prefer not to say
Apple,ML engineer,bachelors,senior,10,0,50,part-time,Germany,onsite,35,4.6,7.8,2014,Prefer not to say
PayPal,financial analyst,bachelors,mid,4,0,74,full-time,France,hybrid,29,2.6,2.3,2017,Male
Zoom,frontend developer,phd,lead,14,1,216,contract,Australia,onsite,41,2.7,21.5,2009,Female
Uber,mobile developer,bachelors,entry,1,0,74,contract,Singapore,remote,23,4.1,1.7,2023,Non-binary
Pinterest,marketing manager,bachelors,lead,18,0,40,part-time,Australia,onsite,43,5.0,9.4,2003,Non-binary
Twitter,business manager,phd,entry,0,0,44,part-time,Germany,hybrid,22,3.9,9.7,2024,Non-binary
AMD,AI researcher,phd,senior,8,0,48,part-time,India,hybrid,28,4.5,9.5,2021,Prefer not to say
Uber,UX designer,phd,mid,5,0,94,contract,USA,onsite,26,2.7,3.5,2019,Prefer not to say
Stripe,ML engineer,master,entry,0,0,97,contract,USA,hybrid,26,3.5,2.0,2022,Female
ServiceNow,AI researcher,master,senior,11,1,116,contract,Australia,hybrid,38,4.0,12.3,2016,Female
Uber,project manager,phd,mid,4,1,226,full-time,UK,onsite,24,3.8,17.0,2024,Prefer not to say
Pinterest,ML engineer,bachelors,senior,7,1,192,full-time,USA,hybrid,33,4.3,8.3,2017,Male
Pinterest,sales executive,bachelors,senior,12,0,61,part-time,Australia,hybrid,37,3.1,9.3,2012,Prefer not to say
Tesla,business manager,master,senior,12,0,48,full-time,Singapore,hybrid,36,4.6,2.2,2021,Male
Intel,marketing manager,master,entry,1,0,51,part-time,UK,onsite,26,5.0,4.8,2022,Prefer not to say
Twitter,marketing manager,master,mid,5,0,46,part-time,USA,onsite,28,2.8,7.1,2019,Non-binary
Snapchat,project manager,phd,senior,11,0,60,contract,India,onsite,31,3.3,4.9,2014,Non-binary
Nvidia,software engineer,bachelors,senior,12,0,97,part-time,Germany,remote,33,4.8,6.0,2019,Male
Uber,IT support,phd,senior,7,1,122,part-time,Canada,remote,32,3.5,2.2,2020,Prefer not to say
Oracle,IT support,master,mid,4,1,193,full-time,Germany,hybrid,27,3.7,21.1,2020,Male
Zoom,financial analyst,master,senior,11,1,168,full-time,USA,onsite,33,4.7,20.1,2020,Male
PayPal,technical writer,bachelors,lead,14,0,84,contract,USA,onsite,41,2.7,7.3,2020,Prefer not to say
Adobe,technical writer,bachelors,mid,5,0,65,part-time,USA,remote,27,4.8,5.6,2018,Prefer not to say
Oracle,consultant,phd,lead,17,1,176,contract,Singapore,remote,39,3.7,8.4,2014,Non-binary
Square,systems analyst,master,senior,11,0,58,contract,Australia,onsite,33,2.8,9.6,2023,Male
Oracle,software engineer,bachelors,entry,1,1,195,full-time,Canada,onsite,24,4.1,5.8,2023,Female
Zoom,QA engineer,master,entry,1,1,223,full-time,India,onsite,21,3.0,15.8,2023,Male
Salesforce,UX designer,phd,lead,20,1,136,contract,India,onsite,47,5.0,5.6,2010,Prefer not to say
Snapchat,financial analyst,bachelors,entry,2,0,87,full-time,UK,hybrid,24,3.2,9.5,2024,Female
Stripe,network engineer,bachelors,mid,4,0,52,full-time,Australia,onsite,26,2.5,3.0,2023,Male
Square,software engineer,bachelors,mid,4,1,152,contract,Canada,hybrid,31,2.6,4.1,2017,Prefer not to say
Pinterest,operations manager,bachelors,mid,5,1,166,contract,USA,onsite,30,4.1,12.1,2018,Female
Oracle,business manager,phd,entry,2,0,87,part-time,USA,hybrid,29,4.7,5.5,2024,Prefer not to say
Airbnb,consultant,bachelors,lead,15,0,44,full-time,USA,onsite,42,3.0,4.4,2018,Female
Oracle,marketing manager,bachelors,mid,4,0,87,part-time,India,remote,30,4.9,7.3,2019,Male
Nvidia,network engineer,phd,mid,5,0,81,full-time,Singapore,onsite,30,4.9,7.9,2018,Female
Airbnb,UX designer,master,lead,20,1,226,full-time,India,remote,43,4.5,7.2,2024,Non-binary
Shopify,security analyst,phd,lead,14,0,51,part-time,UK,onsite,41,4.6,8.6,2010,Male
Twitter,marketing manager,master,entry,0,1,219,full-time,Germany,onsite,27,2.8,12.3,2023,Female
Meta,business manager,bachelors,entry,1,0,86,full-time,France,onsite,21,3.0,0.4,2024,Non-binary
LinkedIn,game developer,phd,lead,20,0,62,part-time,UK,onsite,43,4.3,7.0,2013,Non-binary
Nvidia,ML engineer,phd,lead,13,1,151,full-time,Singapore,hybrid,33,4.9,5.9,2018,Male
Apple,operations manager,bachelors,senior,12,0,76,full-time,USA,remote,33,4.4,6.4,2019,Non-binary
Amazon,UX designer,bachelors,lead,16,1,114,contract,France,remote,39,3.9,24.8,2022,Female
Amazon,AI researcher,bachelors,mid,4,1,138,contract,France,remote,25,2.9,21.7,2017,Prefer not to say
PayPal,backend developer,bachelors,entry,2,0,83,full-time,USA,remote,23,2.8,4.0,2023,Female
Apple,AI researcher,phd,entry,1,1,235,contract,USA,remote,28,3.0,15.6,2022,Female
Salesforce,systems analyst,bachelors,lead,13,1,145,contract,UK,onsite,40,4.7,20.3,2008,Male
PayPal,game developer,master,mid,3,1,242,full-time,UK,onsite,29,3.8,23.0,2024,Non-binary
Meta,AI researcher,master,lead,16,1,193,full-time,Singapore,onsite,41,3.5,19.8,2024,Female
Meta,mobile developer,phd,lead,16,1,216,full-time,Singapore,remote,37,3.2,10.6,2013,Non-binary
Intel,UX designer,bachelors,mid,3,1,139,full-time,Singapore,remote,23,5.0,23.3,2018,Male
LinkedIn,marketing manager,master,mid,3,0,50,part-time,USA,hybrid,23,4.3,9.6,2021,Prefer not to say
